Mouse
66211	0
17164	0
67427	0
68879	0
22631	0
108062	0
53380	0
80886	0
320632	0
238799	0
56417	0
216766	0
66101	0
66585	0
20104	0
237221	0
20103	0
69731	0
mmu-miR-342-5p	0
20102	0
66583	0
110379	0
217995	0
67678	0
69736	0
20462	0
67676	0
67797	0
66467	0
65019	0
331401	0
mmu-miR-1a-3p	0
67439	0
18141	0
108077	0
20227	0
76130	0
225363	0
54364	0
269061	0
57750	0
54127	0
56422	0
11991	0
mmu-miR-182-5p	0
67671	0
71805	0
66354	0
68533	0
66475	0
71702	0
66231	0
21762	0
67205	0
69865	0
66118	0
67207	0
225027	0
229504	0
229512	0
75062	0
77134	0
76167	0
227699	0
28035	0
238217	0
17149	0
mmu-miR-28a-5p	0
102614	0
71713	0
67332	0
67337	0
66249	0
21771	0
69878	0
66125	0
66489	0
69639	0
228769	0
98053	0
11737	0
56200	0
228410	0
66483	0
66362	0
66480	0
66481	0
70616	0
73902	0
71844	0
67465	0
66138	0
18572	0
68436	0
67225	0
109075	0
56335	0
170762	0
233908	0
18458	0
66373	0
50912	0
66491	0
50911	0
70767	0
243963	0
18226	0
70640	0
67115	0
22608	0
mmu-miR-451a	0
353258	0
11834	0
83701	0
27176	0
57315	0
57316	0
11837	0
mmu-miR-497a-5p	0
27050	0
225160	0
104625	0
20630	0
69305	0
67248	0
17463	0
20639	0
214290	0
20638	0
68219	0
20637	0
chebi:30616	0
mmu-miR-29b-1-5p	0
chebi:456215	0
chebi:456216	0
67480	0
67242	0
71978	0
20643	0
20641	0
71997	0
67134	0
19655	0
68106	0
78372	0
20646	0
28000	0
54188	0
11811	0
chebi:60377	0
116940	0
114641	0
56488	0
chebi:58189	0
19899	0
66164	0
11810	0
mmu-miR-150-5p	0
19188	0
103573	0
20055	0
mmu-miR-505-3p	0
19069	0
20054	0
104662	0
67941	0
19184	0
19186	0
19185	0
74351	0
19182	0
66618	0
72290	0
231889	0
54633	0
14852	0
57905	0
14853	0
16913	0
16912	0
20068	0
67710	0
22121	0
619547	0
432508	0
26961	0
67958	0
72068	0
22123	0
208643	0
67959	0
19192	0
54401	-1.90095874695786
mmu-miR-7a-5p	0
53317	0
107939	0
217109	0
mmu-miR-709	0
53319	0
19166	0
102462	0
66997	0
216156	0
66511	0
19167	0
218210	0
68816	0
218693	0
22695	0
66877	0
66998	0
74133	0
72198	0
66878	0
116748	0
223921	0
192170	0
228140	0
55989	0
57808	0
353190	0
64340	0
100503670	0
19177	0
69912	0
20044	0
19179	0
67973	0
218343	0
66642	0
19052	0
19173	0
215193	0
68705	0
19172	0
19175	0
19171	0
67619	0
19170	0
232989	0
